# Total velocity (m/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
146.955,6.687,2.26,0.013,1579.138,1198.229
146.816,6.687,2.26,0.013,1579.11,1198.229
146.676,6.687,2.26,0.013,1579.083,1198.229
146.537,6.687,2.26,0.013,1579.056,1198.229
146.398,6.687,2.26,0.013,1579.03,1198.229
146.258,6.687,2.26,0.013,1579.003,1198.229
146.119,6.687,2.26,0.013,1578.976,1198.229
145.98,6.687,2.26,0.013,1578.95,1198.229
145.841,6.687,2.26,0.013,1578.924,1198.229
145.703,6.687,2.26,0.013,1578.897,1198.229
145.564,6.687,2.26,0.013,1578.871,1198.229
145.425,6.687,2.26,0.013,1578.845,1198.229
145.287,6.687,2.26,0.013,1578.819,1198.229
145.148,6.687,2.26,0.013,1578.793,1198.229
145.01,6.687,2.26,0.013,1578.767,1198.229
144.871,6.687,2.26,0.013,1578.741,1198.229
144.733,6.687,2.26,0.013,1578.715,1198.229
144.595,6.687,2.26,0.013,1578.689,1198.229
144.457,6.687,2.26,0.013,1578.663,1198.229
144.319,6.687,2.26,0.013,1578.637,1198.229
144.181,6.687,2.26,0.013,1578.61,1198.229
144.044,6.687,2.26,0.013,1578.583,1198.229
143.906,6.687,2.26,0.013,1578.556,1198.229
143.768,6.687,2.26,0.013,1578.53,1198.229
143.631,6.687,2.26,0.013,1578.503,1198.229
143.494,6.687,2.26,0.013,1578.477,1198.229
143.356,6.687,2.26,0.013,1578.451,1198.229
143.219,6.687,2.26,0.013,1578.424,1198.229
143.082,6.687,2.26,0.013,1578.398,1198.229
142.945,6.687,2.26,0.013,1578.372,1198.229
142.808,6.687,2.26,0.013,1578.347,1198.229
142.671,6.687,2.26,0.013,1578.321,1198.229
142.534,6.687,2.26,0.013,1578.295,1198.229
142.397,6.687,2.26,0.013,1578.27,1198.229
142.261,6.687,2.26,0.013,1578.244,1198.229
142.124,6.687,2.26,0.013,1578.219,1198.229
141.988,6.687,2.26,0.013,1578.194,1198.229
141.852,6.687,2.26,0.013,1578.169,1198.229
141.715,6.687,2.26,0.013,1578.144,1198.229
141.579,6.687,2.26,0.013,1578.119,1198.229
141.443,6.687,2.26,0.013,1578.094,1198.229
141.307,6.687,2.26,0.013,1578.069,1198.229
141.171,6.687,2.26,0.013,1578.045,1198.229
141.035,6.687,2.26,0.013,1578.021,1198.229
140.899,6.687,2.26,0.013,1577.996,1198.229
140.764,6.687,2.26,0.013,1577.973,1198.229
140.628,6.687,2.26,0.013,1577.949,1198.229
140.493,6.687,2.26,0.013,1577.923,1198.229
140.357,6.687,2.26,0.013,1577.899,1198.229
140.222,6.687,2.26,0.013,1577.874,1198.229
140.087,6.687,2.26,0.013,1577.849,1198.229
139.951,6.687,2.26,0.013,1577.822,1198.229
139.816,6.687,2.26,0.013,1577.798,1198.229
139.681,6.687,2.26,0.013,1577.773,1198.229
139.546,6.687,2.26,0.013,1577.748,1198.229
139.412,6.687,2.26,0.013,1577.723,1198.229
139.277,6.687,2.26,0.013,1577.698,1198.229
139.142,6.687,2.26,0.013,1577.673,1198.229
139.007,6.687,2.26,0.013,1577.648,1198.229
138.873,6.687,2.26,0.013,1577.624,1198.229
138.739,6.687,2.26,0.013,1577.599,1198.229
138.604,6.687,2.26,0.013,1577.575,1198.229
138.47,6.687,2.26,0.013,1577.551,1198.229
138.336,6.687,2.26,0.013,1577.527,1198.229
138.202,6.687,2.26,0.013,1577.504,1198.229
138.068,6.687,2.26,0.013,1577.48,1198.229
137.934,6.687,2.26,0.013,1577.456,1198.229
137.8,6.687,2.26,0.013,1577.433,1198.229
137.666,6.687,2.26,0.013,1577.409,1198.229
137.532,6.687,2.26,0.013,1577.386,1198.229
137.399,6.687,2.26,0.013,1577.362,1198.229
137.265,6.687,2.26,0.013,1577.339,1198.229
137.132,6.687,2.26,0.013,1577.316,1198.229
136.998,6.687,2.26,0.013,1577.293,1198.229
136.865,6.687,2.26,0.013,1577.269,1198.229
136.732,6.687,2.26,0.013,1577.244,1198.229
136.598,6.687,2.26,0.013,1577.22,1198.229
136.465,6.687,2.26,0.013,1577.196,1198.229
136.332,6.687,2.26,0.013,1577.172,1198.229
136.2,6.687,2.26,0.013,1577.148,1198.229
136.067,6.687,2.26,0.013,1577.124,1198.229
135.934,6.687,2.26,0.013,1577.1,1198.229
135.801,6.687,2.26,0.013,1577.076,1198.229
135.669,6.687,2.26,0.013,1577.053,1198.229
135.536,6.687,2.26,0.013,1577.029,1198.229
135.404,6.687,2.26,0.013,1577.005,1198.229
135.271,6.687,2.26,0.013,1576.982,1198.229
135.139,6.687,2.26,0.013,1576.958,1198.229
135.007,6.687,2.26,0.013,1576.935,1198.229
134.875,6.687,2.26,0.013,1576.912,1198.229
134.743,6.687,2.26,0.013,1576.889,1198.229
134.611,6.687,2.26,0.013,1576.866,1198.229
134.479,6.687,2.26,0.013,1576.843,1198.229
134.347,6.687,2.26,0.013,1576.821,1198.229
134.215,6.687,2.26,0.013,1576.798,1198.229
134.083,6.687,2.26,0.013,1576.775,1198.229
133.952,6.687,2.26,0.013,1576.753,1198.229
133.82,6.687,2.26,0.013,1576.73,1198.229
133.689,6.687,2.26,0.013,1576.708,1198.229
133.557,6.687,2.26,0.013,1576.686,1198.229
133.426,6.687,2.26,0.013,1576.663,1198.229
133.295,6.687,2.26,0.013,1576.64,1198.229
133.164,6.687,2.26,0.013,1576.617,1198.229
133.033,6.687,2.26,0.013,1576.595,1198.229
132.902,6.687,2.26,0.013,1576.572,1198.229
132.771,6.687,2.26,0.013,1576.549,1198.229
132.64,6.687,2.26,0.013,1576.526,1198.229
132.509,6.687,2.26,0.013,1576.503,1198.229
132.378,6.687,2.26,0.013,1576.481,1198.229
132.248,6.687,2.26,0.013,1576.458,1198.229
132.117,6.687,2.26,0.013,1576.435,1198.229
131.987,6.687,2.26,0.013,1576.413,1198.229
131.856,6.687,2.26,0.013,1576.391,1198.229
131.726,6.687,2.26,0.013,1576.368,1198.229
131.596,6.687,2.26,0.013,1576.346,1198.229
131.466,6.687,2.26,0.013,1576.324,1198.229
131.335,6.687,2.26,0.013,1576.302,1198.229
131.205,6.687,2.26,0.013,1576.28,1198.229
131.075,6.687,2.26,0.013,1576.258,1198.229
130.946,6.687,2.26,0.013,1576.236,1198.229
130.816,6.687,2.26,0.013,1576.214,1198.229
130.686,6.687,2.26,0.013,1576.192,1198.229
130.556,6.687,2.26,0.013,1576.17,1198.229
130.427,6.687,2.26,0.013,1576.148,1198.229
130.297,6.687,2.26,0.013,1576.127,1198.229
130.168,6.687,2.26,0.013,1576.105,1198.229
130.038,6.687,2.26,0.013,1576.084,1198.229
129.909,6.687,2.26,0.013,1576.062,1198.229
129.78,6.687,2.26,0.013,1576.041,1198.229
129.65,6.687,2.26,0.013,1576.02,1198.229
129.521,6.687,2.26,0.013,1575.998,1198.229
129.392,6.687,2.26,0.013,1575.977,1198.229
129.263,6.687,2.26,0.013,1575.955,1198.229
129.134,6.687,2.26,0.013,1575.933,1198.229
129.006,6.687,2.26,0.013,1575.911,1198.229
128.877,6.687,2.26,0.013,1575.89,1198.229
128.748,6.687,2.26,0.013,1575.868,1198.229
128.62,6.687,2.26,0.013,1575.846,1198.229
128.491,6.687,2.26,0.013,1575.824,1198.229
128.362,6.687,2.26,0.013,1575.802,1198.229
128.234,6.687,2.26,0.013,1575.78,1198.229
128.106,6.687,2.26,0.013,1575.759,1198.229
127.977,6.687,2.26,0.013,1575.737,1198.229
127.849,6.687,2.26,0.013,1575.716,1198.229
127.721,6.687,2.26,0.013,1575.694,1198.229
127.593,6.687,2.26,0.013,1575.673,1198.229
127.465,6.687,2.26,0.013,1575.652,1198.229
127.337,6.687,2.26,0.013,1575.631,1198.229
127.209,6.687,2.26,0.013,1575.61,1198.229
127.081,6.687,2.26,0.013,1575.589,1198.229
126.954,6.687,2.26,0.013,1575.568,1198.229
126.826,6.687,2.26,0.013,1575.547,1198.229
126.699,6.687,2.26,0.013,1575.526,1198.229
126.571,6.687,2.26,0.013,1575.506,1198.229
126.444,6.687,2.26,0.013,1575.485,1198.229
126.316,6.687,2.26,0.013,1575.465,1198.229
126.189,6.687,2.26,0.013,1575.444,1198.229
126.062,6.687,2.26,0.013,1575.424,1198.229
125.934,6.687,2.26,0.013,1575.404,1198.229
125.807,6.687,2.26,0.013,1575.383,1198.229
125.68,6.687,2.26,0.013,1575.363,1198.229
125.553,6.687,2.26,0.013,1575.343,1198.229
125.426,6.687,2.26,0.013,1575.323,1198.229
125.299,6.687,2.26,0.013,1575.302,1198.229
125.173,6.687,2.26,0.013,1575.282,1198.229
125.046,6.687,2.26,0.013,1575.261,1198.229
124.919,6.687,2.26,0.013,1575.241,1198.229
124.793,6.687,2.26,0.013,1575.22,1198.229
124.666,6.687,2.26,0.013,1575.199,1198.229
124.54,6.687,2.26,0.013,1575.178,1198.229
124.413,6.687,2.26,0.013,1575.158,1198.229
124.287,6.687,2.26,0.013,1575.137,1198.229
124.161,6.687,2.26,0.013,1575.116,1198.229
124.035,6.687,2.26,0.013,1575.096,1198.229
123.908,6.687,2.26,0.013,1575.075,1198.229
123.782,6.687,2.26,0.013,1575.055,1198.229
123.656,6.687,2.26,0.013,1575.035,1198.229
123.53,6.687,2.26,0.013,1575.015,1198.229
123.405,6.687,2.26,0.013,1574.995,1198.229
123.279,6.687,2.26,0.013,1574.975,1198.229
123.153,6.687,2.26,0.013,1574.955,1198.229
123.027,6.687,2.26,0.013,1574.935,1198.229
122.902,6.687,2.26,0.013,1574.916,1198.229
122.776,6.687,2.26,0.013,1574.896,1198.229
122.651,6.687,2.26,0.013,1574.876,1198.229
122.525,6.687,2.26,0.013,1574.857,1198.229
122.4,6.687,2.26,0.013,1574.837,1198.229
122.275,6.687,2.26,0.013,1574.818,1198.229
122.149,6.687,2.26,0.013,1574.798,1198.229
122.024,6.687,2.26,0.013,1574.779,1198.229
121.899,6.687,2.26,0.013,1574.76,1198.229
121.774,6.687,2.26,0.013,1574.741,1198.229
121.649,6.687,2.26,0.013,1574.722,1198.229
121.524,6.687,2.26,0.013,1574.702,1198.229
121.399,6.687,2.26,0.013,1574.683,1198.229
121.274,6.687,2.26,0.013,1574.664,1198.229
121.15,6.687,2.26,0.013,1574.645,1198.229
121.025,6.687,2.26,0.013,1574.626,1198.229
120.9,6.687,2.26,0.013,1574.606,1198.229
120.776,6.687,2.26,0.013,1574.586,1198.229
120.651,6.687,2.26,0.013,1574.567,1198.229
120.527,6.687,2.26,0.013,1574.547,1198.229
120.403,6.687,2.26,0.013,1574.527,1198.229
120.278,6.687,2.26,0.013,1574.508,1198.229
120.154,6.687,2.26,0.013,1574.488,1198.229
120.03,6.687,2.26,0.013,1574.468,1198.229
119.906,6.687,2.26,0.013,1574.449,1198.229
119.782,6.687,2.26,0.013,1574.429,1198.229
119.658,6.687,2.26,0.013,1574.41,1198.229
119.534,6.687,2.26,0.013,1574.391,1198.229
119.41,6.687,2.26,0.013,1574.371,1198.229
119.286,6.687,2.26,0.013,1574.352,1198.229
119.162,6.687,2.26,0.013,1574.333,1198.229
119.039,6.687,2.26,0.013,1574.314,1198.229
118.915,6.687,2.26,0.013,1574.295,1198.229
118.791,6.687,2.26,0.013,1574.277,1198.229
118.668,6.687,2.26,0.013,1574.258,1198.229
118.544,6.687,2.26,0.013,1574.24,1198.229
118.421,6.687,2.26,0.013,1574.221,1198.229
118.298,6.687,2.26,0.013,1574.203,1198.229
118.174,6.687,2.26,0.013,1574.184,1198.229
118.051,6.687,2.26,0.013,1574.166,1198.229
117.928,6.687,2.26,0.013,1574.148,1198.229
117.805,6.687,2.26,0.013,1574.13,1198.229
117.682,6.687,2.26,0.013,1574.112,1198.229
117.559,6.687,2.26,0.013,1574.094,1198.229
117.436,6.687,2.26,0.013,1574.075,1198.229
117.313,6.687,2.26,0.013,1574.057,1198.229
117.19,6.687,2.26,0.013,1574.039,1198.229
117.068,6.687,2.26,0.013,1574.021,1198.229
116.945,6.687,2.26,0.013,1574.002,1198.229
116.822,6.687,2.26,0.013,1573.984,1198.229
116.7,6.687,2.26,0.013,1573.965,1198.229
116.577,6.687,2.26,0.013,1573.946,1198.229
116.455,6.687,2.26,0.013,1573.927,1198.229
116.332,6.687,2.26,0.013,1573.909,1198.229
116.21,6.687,2.26,0.013,1573.89,1198.229
116.088,6.687,2.26,0.013,1573.871,1198.229
115.965,6.687,2.26,0.013,1573.853,1198.229
115.843,6.687,2.26,0.013,1573.834,1198.229
115.721,6.687,2.26,0.013,1573.816,1198.229
115.599,6.687,2.26,0.013,1573.797,1198.229
115.477,6.687,2.26,0.013,1573.779,1198.229
115.355,6.687,2.26,0.013,1573.761,1198.229
115.233,6.687,2.26,0.013,1573.743,1198.229
115.111,6.687,2.26,0.013,1573.725,1198.229
114.99,6.687,2.26,0.013,1573.707,1198.229
114.868,6.687,2.26,0.013,1573.689,1198.229
114.746,6.687,2.26,0.013,1573.671,1198.229
114.625,6.687,2.26,0.013,1573.653,1198.229
114.503,6.687,2.26,0.013,1573.635,1198.229
114.382,6.687,2.26,0.013,1573.618,1198.229
114.26,6.687,2.26,0.013,1573.6,1198.229
114.139,6.687,2.26,0.013,1573.583,1198.229
114.017,6.687,2.26,0.013,1573.566,1198.229
113.896,6.687,2.26,0.013,1573.548,1198.229
113.775,6.687,2.26,0.013,1573.531,1198.229
113.654,6.687,2.26,0.013,1573.514,1198.229
113.533,6.687,2.26,0.013,1573.497,1198.229
113.412,6.687,2.26,0.013,1573.48,1198.229
113.29,6.687,2.26,0.013,1573.463,1198.229
113.17,6.687,2.26,0.013,1573.445,1198.229
113.049,6.687,2.26,0.013,1573.428,1198.229
112.928,6.687,2.26,0.013,1573.411,1198.229
112.807,6.687,2.26,0.013,1573.394,1198.229
112.686,6.687,2.26,0.013,1573.376,1198.229
112.566,6.687,2.26,0.013,1573.358,1198.229
112.445,6.687,2.26,0.013,1573.341,1198.229
112.324,6.687,2.26,0.013,1573.323,1198.229
112.204,6.687,2.26,0.013,1573.305,1198.229
112.083,6.687,2.26,0.013,1573.287,1198.229
111.963,6.687,2.26,0.013,1573.269,1198.229
111.843,6.687,2.26,0.013,1573.252,1198.229
111.722,6.687,2.26,0.013,1573.234,1198.229
111.602,6.687,2.26,0.013,1573.216,1198.229
111.482,6.687,2.26,0.013,1573.199,1198.229
111.362,6.687,2.26,0.013,1573.181,1198.229
111.242,6.687,2.26,0.013,1573.164,1198.229
111.122,6.687,2.26,0.013,1573.147,1198.229
111.002,6.687,2.26,0.013,1573.129,1198.229
110.882,6.687,2.26,0.013,1573.112,1198.229
110.762,6.687,2.26,0.013,1573.095,1198.229
110.642,6.687,2.26,0.013,1573.078,1198.229
110.522,6.687,2.26,0.013,1573.061,1198.229
110.403,6.687,2.26,0.013,1573.044,1198.229
110.283,6.687,2.26,0.013,1573.028,1198.229
110.163,6.687,2.26,0.013,1573.011,1198.229
110.044,6.687,2.26,0.013,1572.994,1198.229
109.924,6.687,2.26,0.013,1572.978,1198.229
109.805,6.687,2.26,0.013,1572.961,1198.229
109.685,6.687,2.26,0.013,1572.945,1198.229
109.566,6.687,2.26,0.013,1572.929,1198.229
109.447,6.687,2.26,0.013,1572.913,1198.229
109.327,6.687,2.26,0.013,1572.896,1198.229
109.208,6.687,2.26,0.013,1572.88,1198.229
109.089,6.687,2.26,0.013,1572.864,1198.229
108.97,6.687,2.26,0.013,1572.848,1198.229
108.851,6.687,2.26,0.013,1572.832,1198.229
108.732,6.687,2.26,0.013,1572.816,1198.229
108.613,6.687,2.26,0.013,1572.8,1198.229
108.494,6.687,2.26,0.013,1572.784,1198.229
108.375,6.687,2.26,0.013,1572.768,1198.229
108.256,6.687,2.26,0.013,1572.752,1198.229
108.138,6.687,2.26,0.013,1572.736,1198.229
108.019,6.687,2.26,0.013,1572.719,1198.229
107.9,6.687,2.26,0.013,1572.703,1198.229
107.782,6.687,2.26,0.013,1572.686,1198.229
107.663,6.687,2.26,0.013,1572.669,1198.229
107.545,6.687,2.26,0.013,1572.652,1198.229
107.426,6.687,2.26,0.013,1572.636,1198.229
107.308,6.687,2.26,0.013,1572.619,1198.229
107.19,6.687,2.26,0.013,1572.602,1198.229
107.071,6.687,2.26,0.013,1572.586,1198.229
106.953,6.687,2.26,0.013,1572.569,1198.229
106.835,6.687,2.26,0.013,1572.552,1198.229
106.717,6.687,2.26,0.013,1572.536,1198.229
106.599,6.687,2.26,0.013,1572.519,1198.229
106.481,6.687,2.26,0.013,1572.503,1198.229
106.363,6.687,2.26,0.013,1572.487,1198.229
106.245,6.687,2.26,0.013,1572.471,1198.229
106.127,6.687,2.26,0.013,1572.454,1198.229
106.009,6.687,2.26,0.013,1572.438,1198.229
105.891,6.687,2.26,0.013,1572.423,1198.229
105.773,6.687,2.26,0.013,1572.407,1198.229
105.656,6.687,2.26,0.013,1572.391,1198.229
105.538,6.687,2.26,0.013,1572.375,1198.229
105.42,6.687,2.26,0.013,1572.359,1198.229
105.303,6.687,2.26,0.013,1572.344,1198.229
105.185,6.687,2.26,0.013,1572.328,1198.229
105.068,6.687,2.26,0.013,1572.313,1198.229
104.95,6.687,2.26,0.013,1572.298,1198.229
104.833,6.687,2.26,0.013,1572.282,1198.229
104.716,6.687,2.26,0.013,1572.267,1198.229
104.598,6.687,2.26,0.013,1572.252,1198.229
104.481,6.687,2.26,0.013,1572.237,1198.229
104.364,6.687,2.26,0.013,1572.222,1198.229
104.247,6.687,2.26,0.013,1572.207,1198.229
104.13,6.687,2.26,0.013,1572.192,1198.229
104.013,6.687,2.26,0.013,1572.178,1198.229
103.896,6.687,2.26,0.013,1572.163,1198.229
103.779,6.687,2.26,0.013,1572.148,1198.229
103.662,6.687,2.26,0.013,1572.133,1198.229
103.545,6.687,2.26,0.013,1572.118,1198.229
103.428,6.687,2.26,0.013,1572.102,1198.229
103.312,6.687,2.26,0.013,1572.086,1198.229
103.195,6.687,2.26,0.013,1572.07,1198.229
103.078,6.687,2.26,0.013,1572.054,1198.229
102.962,6.687,2.26,0.013,1572.038,1198.229
102.845,6.687,2.26,0.013,1572.022,1198.229
102.728,6.687,2.26,0.013,1572.006,1198.229
102.612,6.687,2.26,0.013,1571.99,1198.229
102.496,6.687,2.26,0.013,1571.975,1198.229
102.379,6.687,2.26,0.013,1571.959,1198.229
102.263,6.687,2.26,0.013,1571.943,1198.229
102.147,6.687,2.26,0.013,1571.928,1198.229
102.03,6.687,2.26,0.013,1571.912,1198.229
101.914,6.687,2.26,0.013,1571.897,1198.229
101.798,6.687,2.26,0.013,1571.881,1198.229
101.682,6.687,2.26,0.013,1571.866,1198.229
101.566,6.687,2.26,0.013,1571.851,1198.229
101.45,6.687,2.26,0.013,1571.835,1198.229
101.334,6.687,2.26,0.013,1571.82,1198.229
101.218,6.687,2.26,0.013,1571.805,1198.229
101.102,6.687,2.26,0.013,1571.79,1198.229
100.986,6.687,2.26,0.013,1571.775,1198.229
100.87,6.687,2.26,0.013,1571.761,1198.229
100.755,6.687,2.26,0.013,1571.746,1198.229
100.639,6.687,2.26,0.013,1571.731,1198.229
100.523,6.687,2.26,0.013,1571.717,1198.229
100.408,6.687,2.26,0.013,1571.702,1198.229
100.292,6.687,2.26,0.013,1571.688,1198.229
100.177,6.687,2.26,0.013,1571.673,1198.229
100.061,6.687,2.26,0.013,1571.659,1198.229
99.946,6.687,2.26,0.013,1571.645,1198.229
99.83,6.687,2.26,0.013,1571.631,1198.229
99.715,6.687,2.26,0.013,1571.617,1198.229
99.6,6.687,2.26,0.013,1571.603,1198.229
99.484,6.687,2.26,0.013,1571.589,1198.229
99.369,6.687,2.26,0.013,1571.575,1198.229
99.254,6.687,2.26,0.013,1571.562,1198.229
99.139,6.687,2.26,0.013,1571.548,1198.229
99.024,6.687,2.26,0.013,1571.534,1198.229
98.909,6.687,2.26,0.013,1571.521,1198.229
98.794,6.687,2.26,0.013,1571.507,1198.229
98.679,6.687,2.26,0.013,1571.493,1198.229
98.564,6.687,2.26,0.013,1571.48,1198.229
98.449,6.687,2.26,0.013,1571.466,1198.229
98.334,6.687,2.26,0.013,1571.451,1198.229
98.219,6.687,2.26,0.013,1571.436,1198.229
98.105,6.687,2.26,0.013,1571.42,1198.229
97.99,6.687,2.26,0.013,1571.405,1198.229
97.875,6.687,2.26,0.013,1571.39,1198.229
97.761,6.687,2.26,0.013,1571.375,1198.229
97.646,6.687,2.26,0.013,1571.36,1198.229
97.532,6.687,2.26,0.013,1571.345,1198.229
97.417,6.687,2.26,0.013,1571.331,1198.229
97.303,6.687,2.26,0.013,1571.316,1198.229
97.188,6.687,2.26,0.013,1571.301,1198.229
97.074,6.687,2.26,0.013,1571.286,1198.229
96.96,6.687,2.26,0.013,1571.272,1198.229
96.845,6.687,2.26,0.013,1571.257,1198.229
96.731,6.687,2.26,0.013,1571.243,1198.229
96.617,6.687,2.26,0.013,1571.228,1198.229
96.503,6.687,2.26,0.013,1571.214,1198.229
96.389,6.687,2.26,0.013,1571.2,1198.229
96.275,6.687,2.26,0.013,1571.186,1198.229
96.16,6.687,2.26,0.013,1571.172,1198.229
96.047,6.687,2.26,0.013,1571.158,1198.229
95.933,6.687,2.26,0.013,1571.144,1198.229
95.819,6.687,2.26,0.013,1571.131,1198.229
95.705,6.687,2.26,0.013,1571.117,1198.229
95.591,6.687,2.26,0.013,1571.104,1198.229
95.477,6.687,2.26,0.013,1571.09,1198.229
95.363,6.687,2.26,0.013,1571.077,1198.229
95.25,6.687,2.26,0.013,1571.063,1198.229
95.136,6.687,2.26,0.013,1571.05,1198.229
95.023,6.687,2.26,0.013,1571.037,1198.229
94.909,6.687,2.26,0.013,1571.024,1198.229
94.795,6.687,2.26,0.013,1571.011,1198.229
94.682,6.687,2.26,0.013,1570.998,1198.229
94.569,6.687,2.26,0.013,1570.985,1198.229
94.455,6.687,2.26,0.013,1570.972,1198.229
94.342,6.687,2.26,0.013,1570.959,1198.229
94.228,6.687,2.26,0.013,1570.946,1198.229
94.115,6.687,2.26,0.013,1570.933,1198.229
94.002,6.687,2.26,0.013,1570.92,1198.229
93.889,6.687,2.26,0.013,1570.907,1198.229
93.775,6.687,2.26,0.013,1570.894,1198.229
93.662,6.687,2.26,0.013,1570.881,1198.229
93.549,6.687,2.26,0.013,1570.868,1198.229
93.436,6.687,2.26,0.013,1570.855,1198.229
93.323,6.687,2.26,0.013,1570.841,1198.229
93.21,6.687,2.26,0.013,1570.827,1198.229
93.097,6.687,2.26,0.013,1570.813,1198.229
92.984,6.687,2.26,0.013,1570.799,1198.229
92.872,6.687,2.26,0.013,1570.785,1198.229
92.759,6.687,2.26,0.013,1570.771,1198.229
92.646,6.687,2.26,0.013,1570.757,1198.229
92.533,6.687,2.26,0.013,1570.744,1198.229
92.421,6.687,2.26,0.013,1570.73,1198.229
92.308,6.687,2.26,0.013,1570.716,1198.229
92.195,6.687,2.26,0.013,1570.702,1198.229
92.083,6.687,2.26,0.013,1570.689,1198.229
91.97,6.687,2.26,0.013,1570.675,1198.229
91.858,6.687,2.26,0.013,1570.662,1198.229
91.745,6.687,2.26,0.013,1570.648,1198.229
91.633,6.687,2.26,0.013,1570.635,1198.229
91.52,6.687,2.26,0.013,1570.622,1198.229
91.408,6.687,2.26,0.013,1570.608,1198.229
91.296,6.687,2.26,0.013,1570.595,1198.229
91.184,6.687,2.26,0.013,1570.582,1198.229
91.071,6.687,2.26,0.013,1570.569,1198.229
90.959,6.687,2.26,0.013,1570.556,1198.229
90.847,6.687,2.26,0.013,1570.543,1198.229
90.735,6.687,2.26,0.013,1570.53,1198.229
90.623,6.687,2.26,0.013,1570.518,1198.229
90.511,6.687,2.26,0.013,1570.505,1198.229
90.399,6.687,2.26,0.013,1570.492,1198.229
90.287,6.687,2.26,0.013,1570.48,1198.229
90.175,6.687,2.26,0.013,1570.467,1198.229
90.063,6.687,2.26,0.013,1570.455,1198.229
89.951,6.687,2.26,0.013,1570.443,1198.229
89.839,6.687,2.26,0.013,1570.43,1198.229
89.727,6.687,2.26,0.013,1570.418,1198.229
89.616,6.687,2.26,0.013,1570.406,1198.229
89.504,6.687,2.26,0.013,1570.393,1198.229
89.392,6.687,2.26,0.013,1570.381,1198.229
89.281,6.687,2.26,0.013,1570.369,1198.229
89.169,6.687,2.26,0.013,1570.357,1198.229
89.058,6.687,2.26,0.013,1570.345,1198.229
88.946,6.687,2.26,0.013,1570.333,1198.229
88.835,6.687,2.26,0.013,1570.322,1198.229
88.723,6.687,2.26,0.013,1570.31,1198.229
88.612,6.687,2.26,0.013,1570.298,1198.229
88.5,6.687,2.26,0.013,1570.286,1198.229
88.389,6.687,2.26,0.013,1570.275,1198.229
88.278,6.687,2.26,0.013,1570.263,1198.229
88.167,6.687,2.26,0.013,1570.251,1198.229
88.055,6.687,2.26,0.013,1570.239,1198.229
87.944,6.687,2.26,0.013,1570.227,1198.229
87.833,6.687,2.26,0.013,1570.214,1198.229
87.722,6.687,2.26,0.013,1570.202,1198.229
87.611,6.687,2.26,0.013,1570.189,1198.229
87.5,6.687,2.26,0.013,1570.176,1198.229
87.389,6.687,2.26,0.013,1570.163,1198.229
87.278,6.687,2.26,0.013,1570.15,1198.229
87.167,6.687,2.26,0.013,1570.137,1198.229
87.056,6.687,2.26,0.013,1570.124,1198.229
86.945,6.687,2.26,0.013,1570.111,1198.229
86.834,6.687,2.26,0.013,1570.099,1198.229
86.723,6.687,2.26,0.013,1570.086,1198.229
86.613,6.687,2.26,0.013,1570.073,1198.229
86.502,6.687,2.26,0.013,1570.061,1198.229
86.391,6.687,2.26,0.013,1570.048,1198.229
86.281,6.687,2.26,0.013,1570.036,1198.229
86.17,6.687,2.26,0.013,1570.023,1198.229
86.059,6.687,2.26,0.013,1570.011,1198.229
85.949,6.687,2.26,0.013,1569.999,1198.229
85.838,6.687,2.26,0.013,1569.986,1198.229
85.728,6.687,2.26,0.013,1569.974,1198.229
85.617,6.687,2.26,0.013,1569.962,1198.229
85.507,6.687,2.26,0.013,1569.95,1198.229
85.397,6.687,2.26,0.013,1569.938,1198.229
85.286,6.687,2.26,0.013,1569.926,1198.229
85.176,6.687,2.26,0.013,1569.914,1198.229
85.066,6.687,2.26,0.013,1569.902,1198.229
84.955,6.687,2.26,0.013,1569.891,1198.229
84.845,6.687,2.26,0.013,1569.879,1198.229
84.735,6.687,2.26,0.013,1569.867,1198.229
84.625,6.687,2.26,0.013,1569.856,1198.229
84.515,6.687,2.26,0.013,1569.844,1198.229
84.405,6.687,2.26,0.013,1569.833,1198.229
84.295,6.687,2.26,0.013,1569.822,1198.229
84.185,6.687,2.26,0.013,1569.81,1198.229
84.075,6.687,2.26,0.013,1569.799,1198.229
83.965,6.687,2.26,0.013,1569.788,1198.229
83.855,6.687,2.26,0.013,1569.777,1198.229
83.745,6.687,2.26,0.013,1569.766,1198.229
83.635,6.687,2.26,0.013,1569.755,1198.229
83.525,6.687,2.26,0.013,1569.744,1198.229
83.416,6.687,2.26,0.013,1569.733,1198.229
83.306,6.687,2.26,0.013,1569.722,1198.229
83.196,6.687,2.26,0.013,1569.711,1198.229
83.087,6.687,2.26,0.013,1569.701,1198.229
82.977,6.687,2.26,0.013,1569.69,1198.229
82.867,6.687,2.26,0.013,1569.679,1198.229
82.758,6.687,2.26,0.013,1569.668,1198.229
82.648,6.687,2.26,0.013,1569.658,1198.229
82.539,6.687,2.26,0.013,1569.647,1198.229
82.429,6.687,2.26,0.013,1569.636,1198.229
82.32,6.687,2.26,0.013,1569.626,1198.229
82.211,6.687,2.26,0.013,1569.614,1198.229
82.101,6.687,2.26,0.013,1569.602,1198.229
81.992,6.687,2.26,0.013,1569.59,1198.229
